FHIR_RESOURCE, FHIR_ELEMENT_NAME, FHIR_PATH, CAMPFHIR_COLUMN
Contract, PublicationStatus, Contract.ContentDefinition.PublicationStatus, Cnct_CntntDfn_PublicationSts
Contract, Publisher, Contract.ContentDefinition.Publisher, Cnct_CntntDfn_Pblshr
Contract, Code, Contract.ContentDefinition.SubType.Coding.Code, Cnct_CntntDfn_SubTyp_Cdg_Cd
Contract, Display, Contract.ContentDefinition.SubType.Coding.Display, Cnct_CntntDfn_SubTyp_Cdg_Dsply
Contract, System, Contract.ContentDefinition.SubType.Coding.System, Cnct_CntntDfn_SubTyp_Cdg_Sys
Contract, UserSelected, Contract.ContentDefinition.SubType.Coding.UserSelected, Cnct_CntntDfn_SubTyp_Cdg_UsrSltd
Contract, Version, Contract.ContentDefinition.SubType.Coding.Version, Cnct_CntntDfn_SubTyp_Cdg_Vrsn
Contract, Text, Contract.ContentDefinition.SubType.Text, Cnct_CntntDfn_SubTyp_Txt
Contract, Code, Contract.ContentDefinition.Type.Coding.Code, Cnct_CntntDfn_Typ_Cdg_Cd
Contract, Display, Contract.ContentDefinition.Type.Coding.Display, Cnct_CntntDfn_Typ_Cdg_Dsply
Contract, System, Contract.ContentDefinition.Type.Coding.System, Cnct_CntntDfn_Typ_Cdg_Sys
Contract, UserSelected, Contract.ContentDefinition.Type.Coding.UserSelected, Cnct_CntntDfn_Typ_Cdg_UsrSltd
Contract, Version, Contract.ContentDefinition.Type.Coding.Version, Cnct_CntntDfn_Typ_Cdg_Vrsn
Contract, Text, Contract.ContentDefinition.Type.Text, Cnct_CntntDfn_Typ_Txt
Contract, Code, Contract.ContentDerivative.Coding.Code, Cnct_CntntDerivative_Cdg_Cd
Contract, Display, Contract.ContentDerivative.Coding.Display, Cnct_CntntDerivative_Cdg_Dsply
Contract, System, Contract.ContentDerivative.Coding.System, Cnct_CntntDerivative_Cdg_Sys
Contract, UserSelected, Contract.ContentDerivative.Coding.UserSelected, Cnct_CntntDerivative_Cdg_UsrSltd
Contract, Version, Contract.ContentDerivative.Coding.Version, Cnct_CntntDerivative_Cdg_Vrsn
Contract, Text, Contract.ContentDerivative.Text, Cnct_CntntDerivative_Txt
Contract, Domain, Contract.Domain, Cnct_Domain
Contract, Code, Contract.ExpirationType.Coding.Code, Cnct_ExpirationTyp_Cdg_Cd
Contract, Display, Contract.ExpirationType.Coding.Display, Cnct_ExpirationTyp_Cdg_Dsply
Contract, System, Contract.ExpirationType.Coding.System, Cnct_ExpirationTyp_Cdg_Sys
Contract, UserSelected, Contract.ExpirationType.Coding.UserSelected, Cnct_ExpirationTyp_Cdg_UsrSltd
Contract, Version, Contract.ExpirationType.Coding.Version, Cnct_ExpirationTyp_Cdg_Vrsn
Contract, Text, Contract.ExpirationType.Text, Cnct_ExpirationTyp_Txt
Contract, ContentType, Contract.Friendly.ContentAttachment.ContentType, Cnct_Friendly_CntntAttchmnt_CntntTyp
Contract, Creation, Contract.Friendly.ContentAttachment.Creation, Cnct_Friendly_CntntAttchmnt_Creation
Contract, Data, Contract.Friendly.ContentAttachment.Data, Cnct_Friendly_CntntAttchmnt_Data
Contract, Hash, Contract.Friendly.ContentAttachment.Hash, Cnct_Friendly_CntntAttchmnt_Hash
Contract, Language, Contract.Friendly.ContentAttachment.Language, Cnct_Friendly_CntntAttchmnt_Lnguage
Contract, Size, Contract.Friendly.ContentAttachment.Size, Cnct_Friendly_CntntAttchmnt_Sz
Contract, Title, Contract.Friendly.ContentAttachment.Title, Cnct_Friendly_CntntAttchmnt_Ttl
Contract, Url, Contract.Friendly.ContentAttachment.Url, Cnct_Friendly_CntntAttchmnt_Url
Contract, ContentReference, Contract.Friendly.ContentReference, Cnct_Friendly_CntntRfrnc
Contract, Assigner, Contract.Identifier.Assigner, Cnct_Id_Assigner
Contract, End, Contract.Identifier.Period.End, Cnct_Id_Prd_End
Contract, Start, Contract.Identifier.Period.Start, Cnct_Id_Prd_Strt
Contract, System, Contract.Identifier.System, Cnct_Id_Sys
Contract, Code, Contract.Identifier.Type.Coding.Code, Cnct_Id_Typ_Cdg_Cd
Contract, Display, Contract.Identifier.Type.Coding.Display, Cnct_Id_Typ_Cdg_Dsply
Contract, System, Contract.Identifier.Type.Coding.System, Cnct_Id_Typ_Cdg_Sys
Contract, UserSelected, Contract.Identifier.Type.Coding.UserSelected, Cnct_Id_Typ_Cdg_UsrSltd
Contract, Version, Contract.Identifier.Type.Coding.Version, Cnct_Id_Typ_Cdg_Vrsn
Contract, Text, Contract.Identifier.Type.Text, Cnct_Id_Typ_Txt
Contract, Use, Contract.Identifier.Use, Cnct_Id_Use
Contract, Value, Contract.Identifier.Value, Cnct_Id_Vl
Contract, InstantiatesCanonical, Contract.InstantiatesCanonical, Cnct_InstantiatesCanonical
Contract, InstantiatesUri, Contract.InstantiatesUri, Cnct_InstantiatesUri
Contract, Issued, Contract.Issued, Cnct_Issued
Contract, ContentType, Contract.Legal.ContentAttachment.ContentType, Cnct_Legal_CntntAttchmnt_CntntTyp
Contract, Creation, Contract.Legal.ContentAttachment.Creation, Cnct_Legal_CntntAttchmnt_Creation
Contract, Data, Contract.Legal.ContentAttachment.Data, Cnct_Legal_CntntAttchmnt_Data
Contract, Hash, Contract.Legal.ContentAttachment.Hash, Cnct_Legal_CntntAttchmnt_Hash
Contract, Language, Contract.Legal.ContentAttachment.Language, Cnct_Legal_CntntAttchmnt_Lnguage
Contract, Size, Contract.Legal.ContentAttachment.Size, Cnct_Legal_CntntAttchmnt_Sz
Contract, Title, Contract.Legal.ContentAttachment.Title, Cnct_Legal_CntntAttchmnt_Ttl
Contract, Url, Contract.Legal.ContentAttachment.Url, Cnct_Legal_CntntAttchmnt_Url
Contract, ContentReference, Contract.Legal.ContentReference, Cnct_Legal_CntntRfrnc
Contract, Code, Contract.LegalState.Coding.Code, Cnct_LegalState_Cdg_Cd
Contract, Display, Contract.LegalState.Coding.Display, Cnct_LegalState_Cdg_Dsply
Contract, System, Contract.LegalState.Coding.System, Cnct_LegalState_Cdg_Sys
Contract, UserSelected, Contract.LegalState.Coding.UserSelected, Cnct_LegalState_Cdg_UsrSltd
Contract, Version, Contract.LegalState.Coding.Version, Cnct_LegalState_Cdg_Vrsn
Contract, Text, Contract.LegalState.Text, Cnct_LegalState_Txt
Contract, ContentType, Contract.LegallyBindingAttachment.ContentType, Cnct_LegallyBindingAttchmnt_CntntTyp
Contract, Creation, Contract.LegallyBindingAttachment.Creation, Cnct_LegallyBindingAttchmnt_Creation
Contract, Data, Contract.LegallyBindingAttachment.Data, Cnct_LegallyBindingAttchmnt_Data
Contract, Hash, Contract.LegallyBindingAttachment.Hash, Cnct_LegallyBindingAttchmnt_Hash
Contract, Language, Contract.LegallyBindingAttachment.Language, Cnct_LegallyBindingAttchmnt_Lnguage
Contract, Size, Contract.LegallyBindingAttachment.Size, Cnct_LegallyBindingAttchmnt_Sz
Contract, Title, Contract.LegallyBindingAttachment.Title, Cnct_LegallyBindingAttchmnt_Ttl
Contract, Url, Contract.LegallyBindingAttachment.Url, Cnct_LegallyBindingAttchmnt_Url
Contract, LegallyBindingReference, Contract.LegallyBindingReference, Cnct_LegallyBindingRfrnc
Contract, Name, Contract.Name, Cnct_Nm
Contract, RelevantHistory, Contract.RelevantHistory, Cnct_RelevantHis
Contract, ContentType, Contract.Rule.ContentAttachment.ContentType, Cnct_Rule_CntntAttchmnt_CntntTyp
Contract, Creation, Contract.Rule.ContentAttachment.Creation, Cnct_Rule_CntntAttchmnt_Creation
Contract, Data, Contract.Rule.ContentAttachment.Data, Cnct_Rule_CntntAttchmnt_Data
Contract, Hash, Contract.Rule.ContentAttachment.Hash, Cnct_Rule_CntntAttchmnt_Hash
Contract, Language, Contract.Rule.ContentAttachment.Language, Cnct_Rule_CntntAttchmnt_Lnguage
Contract, Size, Contract.Rule.ContentAttachment.Size, Cnct_Rule_CntntAttchmnt_Sz
Contract, Title, Contract.Rule.ContentAttachment.Title, Cnct_Rule_CntntAttchmnt_Ttl
Contract, Url, Contract.Rule.ContentAttachment.Url, Cnct_Rule_CntntAttchmnt_Url
Contract, ContentReference, Contract.Rule.ContentReference, Cnct_Rule_CntntRfrnc
Contract, Code, Contract.Scope.Coding.Code, Cnct_Scope_Cdg_Cd
Contract, Display, Contract.Scope.Coding.Display, Cnct_Scope_Cdg_Dsply
Contract, System, Contract.Scope.Coding.System, Cnct_Scope_Cdg_Sys
Contract, UserSelected, Contract.Scope.Coding.UserSelected, Cnct_Scope_Cdg_UsrSltd
Contract, Version, Contract.Scope.Coding.Version, Cnct_Scope_Cdg_Vrsn
Contract, Text, Contract.Scope.Text, Cnct_Scope_Txt
Contract, Party, Contract.Signer.Party, Cnct_Signer_Party
Contract, Data, Contract.Signer.Signature.Data, Cnct_Signer_Signature_Data
Contract, OnBehalfOf, Contract.Signer.Signature.OnBehalfOf, Cnct_Signer_Signature_OnBehalfOf
Contract, SigFormat, Contract.Signer.Signature.SigFormat, Cnct_Signer_Signature_SigFrmat
Contract, TarFormat, Contract.Signer.Signature.TarFormat, Cnct_Signer_Signature_TarFrmat
Contract, Code, Contract.Signer.Signature.Type.Code, Cnct_Signer_Signature_Typ_Cd
Contract, Display, Contract.Signer.Signature.Type.Display, Cnct_Signer_Signature_Typ_Dsply
Contract, System, Contract.Signer.Signature.Type.System, Cnct_Signer_Signature_Typ_Sys
Contract, UserSelected, Contract.Signer.Signature.Type.UserSelected, Cnct_Signer_Signature_Typ_UsrSltd
Contract, Version, Contract.Signer.Signature.Type.Version, Cnct_Signer_Signature_Typ_Vrsn
Contract, When, Contract.Signer.Signature.When, Cnct_Signer_Signature_When
Contract, Who, Contract.Signer.Signature.Who, Cnct_Signer_Signature_Who
Contract, Code, Contract.Signer.Type.Code, Cnct_Signer_Typ_Cd
Contract, Display, Contract.Signer.Type.Display, Cnct_Signer_Typ_Dsply
Contract, System, Contract.Signer.Type.System, Cnct_Signer_Typ_Sys
Contract, UserSelected, Contract.Signer.Type.UserSelected, Cnct_Signer_Typ_UsrSltd
Contract, Version, Contract.Signer.Type.Version, Cnct_Signer_Typ_Vrsn
Contract, Site, Contract.Site, Cnct_Site
Contract, Status, Contract.Status, Cnct_Sts
Contract, Code, Contract.SubType.Coding.Code, Cnct_SubTyp_Cdg_Cd
Contract, Display, Contract.SubType.Coding.Display, Cnct_SubTyp_Cdg_Dsply
Contract, System, Contract.SubType.Coding.System, Cnct_SubTyp_Cdg_Sys
Contract, UserSelected, Contract.SubType.Coding.UserSelected, Cnct_SubTyp_Cdg_UsrSltd
Contract, Version, Contract.SubType.Coding.Version, Cnct_SubTyp_Cdg_Vrsn
Contract, Text, Contract.SubType.Text, Cnct_SubTyp_Txt
Contract, Subject, Contract.Subject, Cnct_Sbjct
Contract, Subtitle, Contract.Subtitle, Cnct_Subtitle
Contract, SupportingInfo, Contract.SupportingInfo, Cnct_SprtingInfo
Contract, Context, Contract.Term.Action.Context, Cnct_Trm_Actn_Cntxt
Contract, ContextLinkId, Contract.Term.Action.ContextLinkId, Cnct_Trm_Actn_CntxtLinkId
Contract, DoNotPerform, Contract.Term.Action.DoNotPerform, Cnct_Trm_Actn_DoNotPerform
Contract, Code, Contract.Term.Action.Intent.Coding.Code, Cnct_Trm_Actn_Intent_Cdg_Cd
Contract, Display, Contract.Term.Action.Intent.Coding.Display, Cnct_Trm_Actn_Intent_Cdg_Dsply
Contract, System, Contract.Term.Action.Intent.Coding.System, Cnct_Trm_Actn_Intent_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.Intent.Coding.UserSelected, Cnct_Trm_Actn_Intent_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.Intent.Coding.Version, Cnct_Trm_Actn_Intent_Cdg_Vrsn
Contract, Text, Contract.Term.Action.Intent.Text, Cnct_Trm_Actn_Intent_Txt
Contract, LinkId, Contract.Term.Action.LinkId, Cnct_Trm_Actn_LinkId
Contract, AuthorReference, Contract.Term.Action.Note.AuthorReference, Cnct_Trm_Actn_Nt_AthrRfrnc
Contract, AuthorStringType, Contract.Term.Action.Note.AuthorStringType, Cnct_Trm_Actn_Nt_AthrStrgTyp
Contract, Text, Contract.Term.Action.Note.Text, Cnct_Trm_Actn_Nt_Txt
Contract, Time, Contract.Term.Action.Note.Time, Cnct_Trm_Actn_Nt_Time
Contract, OccurrenceDateTimeType, Contract.Term.Action.OccurrenceDateTimeType, Cnct_Trm_Actn_OccrnceDtTimeTyp
Contract, End, Contract.Term.Action.OccurrencePeriod.End, Cnct_Trm_Actn_OccrncePrd_End
Contract, Start, Contract.Term.Action.OccurrencePeriod.Start, Cnct_Trm_Actn_OccrncePrd_Strt
Contract, Code, Contract.Term.Action.OccurrenceTiming.Code.Coding.Code, Cnct_Trm_Actn_OccrnceTmg_Cd_Cdg_Cd
Contract, Display, Contract.Term.Action.OccurrenceTiming.Code.Coding.Display, Cnct_Trm_Actn_OccrnceTmg_Cd_Cdg_Dsply
Contract, System, Contract.Term.Action.OccurrenceTiming.Code.Coding.System, Cnct_Trm_Actn_OccrnceTmg_Cd_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.OccurrenceTiming.Code.Coding.UserSelected, Cnct_Trm_Actn_OccrnceTmg_Cd_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.OccurrenceTiming.Code.Coding.Version, Cnct_Trm_Actn_OccrnceTmg_Cd_Cdg_Vrsn
Contract, Text, Contract.Term.Action.OccurrenceTiming.Code.Text, Cnct_Trm_Actn_OccrnceTmg_Cd_Txt
Contract, Event, Contract.Term.Action.OccurrenceTiming.Event, Cnct_Trm_Actn_OccrnceTmg_Evnt
Contract, Code, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsDuration.Code, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsDuration_Cd
Contract, Comparator, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsDuration.Comparator, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsDuration_Cmprtr
Contract, System, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsDuration.System, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsDuration_Sys
Contract, Unit, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsDuration.Unit, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsDuration_Unt
Contract, Value, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsDuration.Value, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsDuration_Vl
Contract, End, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsPeriod.End, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsPrd_End
Contract, Start, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsPeriod.Start, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsPrd_Strt
Contract, Code, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.High.Code, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Hi_Cd
Contract, Comparator, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.High.Comparator, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Hi_Cmprtr
Contract, System, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.High.System, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Hi_Sys
Contract, Unit, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.High.Unit, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Hi_Unt
Contract, Value, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.High.Value, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Hi_Vl
Contract, Code, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.Low.Code, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Lw_Cd
Contract, Comparator, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.Low.Comparator, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Lw_Cmprtr
Contract, System, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.Low.System, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Lw_Sys
Contract, Unit, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.Low.Unit, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Lw_Unt
Contract, Value, Contract.Term.Action.OccurrenceTiming.Repeat.BoundsRange.Low.Value, Cnct_Trm_Actn_OccrnceTmg_Rpt_BndsRng_Lw_Vl
Contract, Count, Contract.Term.Action.OccurrenceTiming.Repeat.Count, Cnct_Trm_Actn_OccrnceTmg_Rpt_Cnt
Contract, CountMax, Contract.Term.Action.OccurrenceTiming.Repeat.CountMax, Cnct_Trm_Actn_OccrnceTmg_Rpt_CntMx
Contract, Duration, Contract.Term.Action.OccurrenceTiming.Repeat.Duration, Cnct_Trm_Actn_OccrnceTmg_Rpt_Duration
Contract, DurationMax, Contract.Term.Action.OccurrenceTiming.Repeat.DurationMax, Cnct_Trm_Actn_OccrnceTmg_Rpt_DurationMx
Contract, DurationUnit, Contract.Term.Action.OccurrenceTiming.Repeat.DurationUnit, Cnct_Trm_Actn_OccrnceTmg_Rpt_DurationUnt
Contract, Frequency, Contract.Term.Action.OccurrenceTiming.Repeat.Frequency, Cnct_Trm_Actn_OccrnceTmg_Rpt_Frqncy
Contract, FrequencyMax, Contract.Term.Action.OccurrenceTiming.Repeat.FrequencyMax, Cnct_Trm_Actn_OccrnceTmg_Rpt_FrqncyMx
Contract, Offset, Contract.Term.Action.OccurrenceTiming.Repeat.Offset, Cnct_Trm_Actn_OccrnceTmg_Rpt_Off
Contract, Period, Contract.Term.Action.OccurrenceTiming.Repeat.Period, Cnct_Trm_Actn_OccrnceTmg_Rpt_Prd
Contract, PeriodMax, Contract.Term.Action.OccurrenceTiming.Repeat.PeriodMax, Cnct_Trm_Actn_OccrnceTmg_Rpt_PrdMx
Contract, PeriodUnit, Contract.Term.Action.OccurrenceTiming.Repeat.PeriodUnit, Cnct_Trm_Actn_OccrnceTmg_Rpt_PrdUnt
Contract, TimeOfDay, Contract.Term.Action.OccurrenceTiming.Repeat.TimeOfDay, Cnct_Trm_Actn_OccrnceTmg_Rpt_TimeOfDay
Contract, Performer, Contract.Term.Action.Performer, Cnct_Trm_Actn_Prfrmr
Contract, PerformerLinkId, Contract.Term.Action.PerformerLinkId, Cnct_Trm_Actn_PrfrmrLinkId
Contract, Code, Contract.Term.Action.PerformerRole.Coding.Code, Cnct_Trm_Actn_PrfrmrRole_Cdg_Cd
Contract, Display, Contract.Term.Action.PerformerRole.Coding.Display, Cnct_Trm_Actn_PrfrmrRole_Cdg_Dsply
Contract, System, Contract.Term.Action.PerformerRole.Coding.System, Cnct_Trm_Actn_PrfrmrRole_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.PerformerRole.Coding.UserSelected, Cnct_Trm_Actn_PrfrmrRole_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.PerformerRole.Coding.Version, Cnct_Trm_Actn_PrfrmrRole_Cdg_Vrsn
Contract, Text, Contract.Term.Action.PerformerRole.Text, Cnct_Trm_Actn_PrfrmrRole_Txt
Contract, Code, Contract.Term.Action.PerformerType.Coding.Code, Cnct_Trm_Actn_PrfrmrTyp_Cdg_Cd
Contract, Display, Contract.Term.Action.PerformerType.Coding.Display, Cnct_Trm_Actn_PrfrmrTyp_Cdg_Dsply
Contract, System, Contract.Term.Action.PerformerType.Coding.System, Cnct_Trm_Actn_PrfrmrTyp_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.PerformerType.Coding.UserSelected, Cnct_Trm_Actn_PrfrmrTyp_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.PerformerType.Coding.Version, Cnct_Trm_Actn_PrfrmrTyp_Cdg_Vrsn
Contract, Text, Contract.Term.Action.PerformerType.Text, Cnct_Trm_Actn_PrfrmrTyp_Txt
Contract, ReasonCode, Contract.Term.Action.ReasonCode, Cnct_Trm_Actn_RsnCd
Contract, Code, Contract.Term.Action.ReasonCode.Coding.Code, Cnct_Trm_Actn_RsnCd_Cdg_Cd
Contract, Display, Contract.Term.Action.ReasonCode.Coding.Display, Cnct_Trm_Actn_RsnCd_Cdg_Dsply
Contract, System, Contract.Term.Action.ReasonCode.Coding.System, Cnct_Trm_Actn_RsnCd_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.ReasonCode.Coding.UserSelected, Cnct_Trm_Actn_RsnCd_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.ReasonCode.Coding.Version, Cnct_Trm_Actn_RsnCd_Cdg_Vrsn
Contract, Text, Contract.Term.Action.ReasonCode.Text, Cnct_Trm_Actn_RsnCd_Txt
Contract, ReasonLinkId, Contract.Term.Action.ReasonLinkId, Cnct_Trm_Actn_RsnLinkId
Contract, ReasonReference, Contract.Term.Action.ReasonReference, Cnct_Trm_Actn_RsnRfrnc
Contract, RequesterLinkId, Contract.Term.Action.RequesterLinkId, Cnct_Trm_Actn_RqsterLinkId
Contract, RequesterLinkId, Contract.Term.Action.RequesterLinkId, Cnct_Trm_Actn_RqsterLinkId
Contract, SecurityLabelNumber, Contract.Term.Action.SecurityLabelNumber, Cnct_Trm_Actn_SecurityLblNmbr
Contract, Code, Contract.Term.Action.Status.Coding.Code, Cnct_Trm_Actn_Sts_Cdg_Cd
Contract, Display, Contract.Term.Action.Status.Coding.Display, Cnct_Trm_Actn_Sts_Cdg_Dsply
Contract, System, Contract.Term.Action.Status.Coding.System, Cnct_Trm_Actn_Sts_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.Status.Coding.UserSelected, Cnct_Trm_Actn_Sts_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.Status.Coding.Version, Cnct_Trm_Actn_Sts_Cdg_Vrsn
Contract, Text, Contract.Term.Action.Status.Text, Cnct_Trm_Actn_Sts_Txt
Contract, Reference, Contract.Term.Action.Subject.Reference, Cnct_Trm_Actn_Sbjct_Rfrnc
Contract, Code, Contract.Term.Action.Subject.Role.Coding.Code, Cnct_Trm_Actn_Sbjct_Role_Cdg_Cd
Contract, Display, Contract.Term.Action.Subject.Role.Coding.Display, Cnct_Trm_Actn_Sbjct_Role_Cdg_Dsply
Contract, System, Contract.Term.Action.Subject.Role.Coding.System, Cnct_Trm_Actn_Sbjct_Role_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.Subject.Role.Coding.UserSelected, Cnct_Trm_Actn_Sbjct_Role_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.Subject.Role.Coding.Version, Cnct_Trm_Actn_Sbjct_Role_Cdg_Vrsn
Contract, Text, Contract.Term.Action.Subject.Role.Text, Cnct_Trm_Actn_Sbjct_Role_Txt
Contract, Code, Contract.Term.Action.Type.Coding.Code, Cnct_Trm_Actn_Typ_Cdg_Cd
Contract, Display, Contract.Term.Action.Type.Coding.Display, Cnct_Trm_Actn_Typ_Cdg_Dsply
Contract, System, Contract.Term.Action.Type.Coding.System, Cnct_Trm_Actn_Typ_Cdg_Sys
Contract, UserSelected, Contract.Term.Action.Type.Coding.UserSelected, Cnct_Trm_Actn_Typ_Cdg_UsrSltd
Contract, Version, Contract.Term.Action.Type.Coding.Version, Cnct_Trm_Actn_Typ_Cdg_Vrsn
Contract, Text, Contract.Term.Action.Type.Text, Cnct_Trm_Actn_Typ_Txt
Contract, End, Contract.Term.Applies.End, Cnct_Trm_Applies_End
Contract, Start, Contract.Term.Applies.Start, Cnct_Trm_Applies_Strt
Contract, ContentType, Contract.Term.Asset.Answer.ValueAttachment.ContentType, Cnct_Trm_Asset_Ans_VlAttchmnt_CntntTyp
Contract, Creation, Contract.Term.Asset.Answer.ValueAttachment.Creation, Cnct_Trm_Asset_Ans_VlAttchmnt_Creation
Contract, Data, Contract.Term.Asset.Answer.ValueAttachment.Data, Cnct_Trm_Asset_Ans_VlAttchmnt_Data
Contract, Hash, Contract.Term.Asset.Answer.ValueAttachment.Hash, Cnct_Trm_Asset_Ans_VlAttchmnt_Hash
Contract, Language, Contract.Term.Asset.Answer.ValueAttachment.Language, Cnct_Trm_Asset_Ans_VlAttchmnt_Lnguage
Contract, Size, Contract.Term.Asset.Answer.ValueAttachment.Size, Cnct_Trm_Asset_Ans_VlAttchmnt_Sz
Contract, Title, Contract.Term.Asset.Answer.ValueAttachment.Title, Cnct_Trm_Asset_Ans_VlAttchmnt_Ttl
Contract, Url, Contract.Term.Asset.Answer.ValueAttachment.Url, Cnct_Trm_Asset_Ans_VlAttchmnt_Url
Contract, ValueBooleanType, Contract.Term.Asset.Answer.ValueBooleanType, Cnct_Trm_Asset_Ans_VlBooleanTyp
Contract, Code, Contract.Term.Asset.Answer.ValueCoding.Code, Cnct_Trm_Asset_Ans_VlCdg_Cd
Contract, Display, Contract.Term.Asset.Answer.ValueCoding.Display, Cnct_Trm_Asset_Ans_VlCdg_Dsply
Contract, System, Contract.Term.Asset.Answer.ValueCoding.System, Cnct_Trm_Asset_Ans_VlCdg_Sys
Contract, UserSelected, Contract.Term.Asset.Answer.ValueCoding.UserSelected, Cnct_Trm_Asset_Ans_VlCdg_UsrSltd
Contract, Version, Contract.Term.Asset.Answer.ValueCoding.Version, Cnct_Trm_Asset_Ans_VlCdg_Vrsn
Contract, ValueDateTimeType, Contract.Term.Asset.Answer.ValueDateTimeType, Cnct_Trm_Asset_Ans_VlDtTimeTyp
Contract, ValueDateType, Contract.Term.Asset.Answer.ValueDateType, Cnct_Trm_Asset_Ans_VlDtTyp
Contract, ValueDecimalType, Contract.Term.Asset.Answer.ValueDecimalType, Cnct_Trm_Asset_Ans_VlDecimalTyp
Contract, ValueIntegerType, Contract.Term.Asset.Answer.ValueIntegerType, Cnct_Trm_Asset_Ans_VlIntegerTyp
Contract, Code, Contract.Term.Asset.Answer.ValueQuantity.Code, Cnct_Trm_Asset_Ans_VlQnty_Cd
Contract, Comparator, Contract.Term.Asset.Answer.ValueQuantity.Comparator, Cnct_Trm_Asset_Ans_VlQnty_Cmprtr
Contract, System, Contract.Term.Asset.Answer.ValueQuantity.System, Cnct_Trm_Asset_Ans_VlQnty_Sys
Contract, Unit, Contract.Term.Asset.Answer.ValueQuantity.Unit, Cnct_Trm_Asset_Ans_VlQnty_Unt
Contract, Value, Contract.Term.Asset.Answer.ValueQuantity.Value, Cnct_Trm_Asset_Ans_VlQnty_Vl
Contract, ValueReference, Contract.Term.Asset.Answer.ValueReference, Cnct_Trm_Asset_Ans_VlRfrnc
Contract, ValueStringType, Contract.Term.Asset.Answer.ValueStringType, Cnct_Trm_Asset_Ans_VlStrgTyp
Contract, ValueTimeType, Contract.Term.Asset.Answer.ValueTimeType, Cnct_Trm_Asset_Ans_VlTimeTyp
Contract, ValueUriType, Contract.Term.Asset.Answer.ValueUriType, Cnct_Trm_Asset_Ans_VlUriTyp
Contract, Condition, Contract.Term.Asset.Condition, Cnct_Trm_Asset_Cndtn
Contract, Code, Contract.Term.Asset.Context.Code.Coding.Code, Cnct_Trm_Asset_Cntxt_Cd_Cdg_Cd
Contract, Display, Contract.Term.Asset.Context.Code.Coding.Display, Cnct_Trm_Asset_Cntxt_Cd_Cdg_Dsply
Contract, System, Contract.Term.Asset.Context.Code.Coding.System, Cnct_Trm_Asset_Cntxt_Cd_Cdg_Sys
Contract, UserSelected, Contract.Term.Asset.Context.Code.Coding.UserSelected, Cnct_Trm_Asset_Cntxt_Cd_Cdg_UsrSltd
Contract, Version, Contract.Term.Asset.Context.Code.Coding.Version, Cnct_Trm_Asset_Cntxt_Cd_Cdg_Vrsn
Contract, Text, Contract.Term.Asset.Context.Code.Text, Cnct_Trm_Asset_Cntxt_Cd_Txt
Contract, Reference, Contract.Term.Asset.Context.Reference, Cnct_Trm_Asset_Cntxt_Rfrnc
